customer_id,avg_session_time,pages_per_session,cart_abandon_rate,return_rate,support_tickets,review_score,behavior_churn_signal
CUST006236,3.27,9,0.16,0.27,4,4.88,0
CUST006237,7.79,17,0.96,0.02,8,4.71,0
CUST006238,4.44,1,0.91,0.03,3,4.79,0
CUST006239,4.82,12,0.3,0.25,3,2.52,0
CUST006240,13.68,17,0.97,0.3,8,3.89,1
CUST006241,2.67,9,0.63,0.23,5,4.54,0
CUST006242,8.38,5,0.68,0.11,7,2.04,1
CUST006243,8.15,23,0.3,0.13,0,1.2,0
CUST006244,16.9,11,0.06,0.44,0,1.5,1
CUST006245,2.24,21,0.56,0.25,0,2.96,0
CUST006246,11.92,10,0.29,0.33,3,3.01,0
CUST006247,7.36,7,0.83,0.36,3,2.57,0
CUST006248,17.1,12,0.92,0.27,3,1.86,0
CUST006249,18.4,9,0.19,0.02,9,2.31,0
CUST006250,14.81,23,0.92,0.32,1,4.81,0
CUST006251,2.76,8,0.06,0.3,2,4.86,0
CUST006252,10.55,3,0.05,0.11,1,1.98,0
CUST006253,7.42,15,0.04,0.45,8,3.06,0
CUST006254,13.75,4,0.07,0.03,8,3.35,1
CUST006255,17.86,7,0.53,0.44,3,4.24,0
CUST006256,2.44,21,0.2,0.33,10,2.77,1
CUST006257,6.52,7,0.42,0.22,2,4.64,0
CUST006258,2.97,11,0.28,0.27,3,3.79,1
CUST006259,12.98,14,0.94,0.4,0,3.23,0
CUST006260,5.08,3,0.45,0.35,9,4.35,0
CUST006261,19.23,16,0.61,0.26,5,1.07,0
CUST006262,2.37,4,0.16,0.03,7,2.6,0
CUST006263,7.4,14,0.64,0.27,8,3.38,0
CUST006264,9.97,17,0.28,0.48,0,1.35,1
CUST006265,18.84,6,0.31,0.26,3,1.44,0
CUST006266,2.35,1,0.43,0.37,9,2.08,1
CUST006267,11.68,25,0.28,0.19,6,4.63,1
CUST006268,17.26,5,0.52,0.12,9,1.77,0
CUST006269,19.13,1,0.2,0.4,3,2.48,0
CUST006270,19.73,11,0.37,0.18,7,3.55,0
CUST006271,19.27,16,0.98,0.35,4,4.02,0
CUST006272,11.7,20,0.76,0.43,1,2.94,0
CUST006273,12.78,14,0.54,0.28,0,4.56,0
CUST006274,7.76,22,0.21,0.23,3,1.83,0
CUST006275,10.47,20,0.9,0.31,5,4.42,1
CUST006276,4.16,2,0.9,0.3,1,1.13,1
CUST006277,13.03,3,0.95,0.04,1,3.33,0
CUST006278,18.39,21,0.01,0.32,9,2.9,0
CUST006279,7.59,18,0.63,0.03,4,4.01,1
CUST006280,1.09,13,0.31,0.25,8,2.51,0
CUST006281,6.84,1,0.83,0.47,9,4.49,1
CUST006282,10.93,14,0.88,0.46,3,2.64,1
CUST006283,6.39,24,0.1,0.24,2,4.79,0
CUST006284,11.66,20,0.67,0.06,9,1.57,0
CUST006285,9.82,3,0.95,0.18,3,4.51,0
CUST006286,3.29,11,0.62,0.3,5,4.44,1
CUST006287,1.06,3,0.19,0.11,4,4.8,0
CUST006288,3.92,23,0.04,0.27,4,3.11,1
CUST006289,17.04,18,0.95,0.27,6,4.72,0
CUST006290,14.78,2,0.26,0.46,5,3.67,0
CUST006291,8.87,25,0.68,0.2,5,1.46,1
CUST006292,14.66,13,0.82,0.36,6,1.92,1
CUST006293,19.18,24,0.03,0.17,0,2.04,0
CUST006294,1.91,4,0.41,0.31,1,4.53,0
CUST006295,19.8,14,0.81,0.23,0,3.89,0
CUST006296,17.03,7,0.47,0.39,0,2.93,0
CUST006297,8.34,7,0.53,0.34,5,3.91,0
CUST006298,7.78,20,0.57,0.45,1,4.91,0
CUST006299,5.32,25,0.19,0.34,0,2.66,0
CUST006300,1.46,22,0.35,0.4,7,4.19,1
CUST006301,10.4,24,0.47,0.29,3,1.88,1
CUST006302,10.99,6,0.01,0.24,3,2.34,0
CUST006303,13.82,11,0.64,0.19,5,1.03,1
CUST006304,5.79,14,0.63,0.04,8,1.43,0
CUST006305,13.29,14,0.76,0.16,9,2.96,1
CUST006306,18.97,21,0.95,0.15,7,4.24,1
CUST006307,12.28,18,0.98,0.24,10,4.1,0
CUST006308,15.59,20,0.5,0.4,3,2.04,0
CUST006309,3.32,9,0.43,0.47,4,3.0,0
CUST006310,13.07,2,0.62,0.07,1,2.56,1
CUST006311,14.43,18,0.97,0.08,0,2.64,0
CUST006312,2.81,15,0.24,0.19,3,3.16,0
CUST006313,5.38,8,0.23,0.39,7,4.85,0
CUST006314,7.15,18,0.69,0.13,8,4.71,1
CUST006315,13.79,2,0.8,0.02,3,3.39,1
CUST006316,11.02,12,0.29,0.13,9,3.32,0
CUST006317,14.42,2,0.03,0.28,1,1.68,0
CUST006318,3.67,15,0.62,0.16,0,2.76,0
CUST006319,7.84,2,0.65,0.24,8,4.85,0
CUST006320,7.7,19,0.74,0.13,9,3.04,0
CUST006321,11.5,10,0.33,0.24,4,2.12,0
CUST006322,1.11,1,0.22,0.35,7,4.08,0
CUST006323,6.32,19,0.41,0.02,2,1.95,1
CUST006324,15.81,20,0.61,0.1,9,2.03,1
CUST006325,16.52,21,0.21,0.17,6,3.66,0
CUST006326,11.66,19,0.46,0.45,6,1.88,0
CUST006327,15.09,22,0.16,0.31,4,4.48,0
CUST006328,9.7,21,0.72,0.41,9,1.54,0
CUST006329,14.41,24,0.92,0.29,10,1.74,0
CUST006330,3.41,15,0.26,0.05,1,3.05,0
CUST006331,2.32,10,0.22,0.22,2,2.9,0
CUST006332,11.74,12,0.71,0.02,9,1.32,1
CUST006333,2.16,19,0.42,0.02,3,3.98,1
CUST006334,5.24,19,0.94,0.24,1,2.79,1
CUST006335,15.83,25,0.71,0.3,8,4.74,0
CUST006336,9.02,19,0.81,0.19,9,4.35,0
CUST006337,5.93,7,0.29,0.34,2,1.85,0
CUST006338,5.35,4,0.31,0.34,2,4.56,0
CUST006339,13.82,8,0.83,0.27,4,1.28,0
CUST006340,2.91,25,0.55,0.16,6,1.88,0
CUST006341,9.86,18,0.67,0.19,0,4.21,0
CUST006342,15.03,23,0.73,0.49,0,2.18,0
CUST006343,13.25,16,0.86,0.29,2,4.16,0
CUST006344,8.87,4,0.59,0.03,7,4.94,0
CUST006345,16.2,1,0.87,0.35,10,1.74,1
CUST006346,1.59,24,0.86,0.2,3,2.06,1
CUST006347,11.67,24,0.42,0.33,3,2.94,0
CUST006348,14.25,8,0.85,0.1,5,2.32,0
CUST006349,9.3,20,0.96,0.18,5,2.52,0
CUST006350,13.42,17,0.42,0.48,2,4.58,0
CUST006351,10.75,18,0.64,0.03,0,3.78,0
CUST006352,14.44,10,0.36,0.11,0,4.66,0
CUST006353,9.11,14,0.65,0.02,10,2.66,1
CUST006354,16.53,5,0.39,0.3,9,1.84,0
CUST006355,8.91,11,0.93,0.28,0,4.61,0
CUST006356,18.14,5,0.94,0.45,6,1.01,1
CUST006357,18.75,12,0.14,0.02,8,1.22,0
CUST006358,7.63,14,0.62,0.2,10,1.1,1
CUST006359,10.05,18,0.44,0.38,6,2.12,0
CUST006360,5.13,12,0.26,0.15,6,3.4,0
CUST006361,9.96,7,0.34,0.19,0,2.48,0
CUST006362,19.48,14,0.23,0.41,1,3.83,0
CUST006363,1.11,22,0.99,0.38,2,3.73,0
CUST006364,8.7,17,0.56,0.13,5,1.14,0
CUST006365,16.88,25,0.9,0.08,1,4.15,1
CUST006366,15.08,7,0.18,0.21,4,2.69,0
CUST006367,15.44,5,0.84,0.05,3,3.25,0
CUST006368,15.47,25,0.79,0.07,4,3.1,0
CUST006369,17.29,9,0.32,0.21,10,4.22,0
CUST006370,2.7,1,0.86,0.16,2,1.01,1
CUST006371,5.45,8,0.09,0.05,0,3.77,1
CUST006372,5.07,17,0.93,0.26,6,2.84,0
CUST006373,9.25,13,0.69,0.23,1,1.51,0
CUST006374,17.72,4,0.43,0.04,6,3.12,0
CUST006375,13.3,3,0.28,0.4,1,3.68,0
CUST006376,13.36,20,0.42,0.48,5,2.1,0
CUST006377,11.98,1,0.31,0.37,0,1.19,0
CUST006378,1.87,13,0.81,0.22,8,2.36,1
CUST006379,12.54,21,0.7,0.1,4,1.74,1
CUST006380,19.2,21,0.59,0.2,9,4.21,1
CUST006381,10.98,24,0.24,0.1,5,2.59,1
CUST006382,17.34,14,0.06,0.11,2,4.57,0
CUST006383,3.31,17,0.63,0.11,3,3.42,0
CUST006384,8.28,15,0.1,0.29,10,3.73,0
CUST006385,13.93,5,0.64,0.25,0,3.08,0
CUST006386,13.08,8,0.69,0.33,10,3.35,1
CUST006387,3.96,1,0.21,0.13,7,4.68,1
CUST006388,15.43,20,0.55,0.13,4,1.44,0
CUST006389,18.08,2,0.89,0.06,7,4.19,0
CUST006390,9.49,24,0.32,0.37,6,3.46,0
CUST006391,15.82,14,0.07,0.16,10,2.28,1
CUST006392,7.27,5,0.5,0.14,5,2.78,1
CUST006393,7.99,3,0.74,0.3,7,3.61,0
CUST006394,5.0,16,0.33,0.01,6,1.43,0
CUST006395,6.04,6,0.07,0.3,9,4.99,0
CUST006396,2.92,20,0.82,0.06,1,3.68,0
CUST006397,13.22,9,0.9,0.06,0,2.26,1
CUST006398,2.72,17,0.41,0.46,10,4.13,0
CUST006399,14.74,3,0.53,0.44,3,2.8,0
CUST006400,3.84,15,0.84,0.14,3,1.21,1
CUST006401,3.39,5,0.61,0.3,5,2.04,1
CUST006402,14.82,6,0.77,0.46,3,3.34,0
CUST006403,15.81,13,0.75,0.13,1,2.24,0
CUST006404,10.09,3,0.02,0.15,7,2.9,1
CUST006405,3.05,6,0.13,0.23,10,3.92,1
CUST006406,16.84,20,0.55,0.24,2,2.54,1
CUST006407,4.67,4,0.15,0.4,3,2.86,0
CUST006408,16.02,8,0.7,0.1,8,3.04,0
CUST006409,9.44,11,0.42,0.27,2,4.93,0
CUST006410,16.45,18,0.9,0.01,9,1.56,0
CUST006411,2.61,13,0.26,0.22,1,3.57,1
CUST006412,10.52,15,0.9,0.47,1,1.65,0
CUST006413,17.21,18,0.48,0.23,4,4.14,0
CUST006414,2.77,19,0.88,0.34,0,4.5,0
CUST006415,19.9,6,0.52,0.05,9,1.67,1
CUST006416,7.15,5,0.1,0.41,6,2.19,1
CUST006417,19.54,2,0.7,0.09,1,2.9,1
CUST006418,9.87,10,0.49,0.27,0,1.12,1
CUST006419,14.04,7,0.49,0.4,10,4.26,0
CUST006420,5.38,4,0.05,0.35,6,4.91,0
CUST006421,9.49,4,0.26,0.08,2,2.15,0
CUST006422,7.23,24,0.42,0.33,7,2.09,0
CUST006423,1.97,6,0.37,0.43,2,2.99,1
CUST006424,19.33,6,0.5,0.14,10,1.77,1
CUST006425,14.2,16,0.54,0.3,9,4.02,0
CUST006426,14.79,6,0.04,0.4,1,3.13,0
CUST006427,8.44,9,0.54,0.31,8,1.6,0
CUST006428,8.93,14,0.34,0.18,2,1.37,0
CUST006429,4.04,11,0.16,0.19,7,4.58,0
CUST006430,4.91,22,0.42,0.16,9,4.15,0
CUST006431,1.95,25,0.2,0.11,6,4.97,0
CUST006432,11.84,8,0.14,0.14,8,1.67,1
CUST006433,3.37,4,0.8,0.25,8,3.52,1
CUST006434,7.29,22,0.55,0.13,5,2.23,1
CUST006435,13.39,11,0.15,0.31,3,4.41,0
CUST006436,3.29,15,0.9,0.04,0,2.4,1
CUST006437,12.6,23,0.56,0.05,9,4.2,0
CUST006438,19.49,21,0.18,0.45,6,3.23,0
CUST006439,18.78,4,0.18,0.4,7,1.24,0
CUST006440,17.78,2,0.67,0.19,6,1.76,0
CUST006441,16.51,16,0.6,0.18,3,2.78,0
CUST006442,16.7,17,0.34,0.04,2,4.65,0
CUST006443,8.36,1,0.35,0.1,5,4.59,0
CUST006444,5.13,13,0.64,0.44,8,1.14,1
CUST006445,16.75,22,0.41,0.33,2,2.49,1
CUST006446,14.21,21,0.25,0.01,5,4.79,0
CUST006447,1.31,6,0.82,0.08,1,2.57,0
CUST006448,16.63,22,0.21,0.43,10,2.99,0
CUST006449,7.96,25,0.66,0.17,5,2.39,0
CUST006450,14.94,15,0.31,0.1,1,4.23,0
CUST006451,16.3,13,0.5,0.26,9,3.78,0
CUST006452,10.68,3,0.42,0.5,8,1.59,0
CUST006453,12.26,6,0.89,0.34,1,4.52,0
CUST006454,7.39,5,0.27,0.43,5,2.58,0
CUST006455,14.48,15,0.15,0.38,9,3.2,0
CUST006456,6.1,18,0.49,0.35,9,1.05,0
CUST006457,13.11,22,0.54,0.11,4,4.01,0
CUST006458,6.77,20,0.28,0.24,9,3.7,0
CUST006459,18.65,18,0.14,0.2,0,1.27,0
CUST006460,15.41,5,0.45,0.35,0,2.29,0
CUST006461,17.04,2,0.53,0.47,9,1.32,0
CUST006462,10.77,8,0.77,0.3,10,1.09,0
CUST006463,19.47,14,0.3,0.12,9,2.94,0
CUST006464,11.3,9,0.77,0.2,8,2.76,0
CUST006465,11.16,21,0.39,0.46,2,4.41,0
CUST006466,9.64,20,0.0,0.45,5,1.5,0
CUST006467,5.65,20,0.15,0.09,8,4.21,0
CUST006468,12.01,3,0.96,0.12,10,2.94,1
CUST006469,19.57,12,0.83,0.36,7,1.76,0
CUST006470,15.62,17,0.35,0.27,7,3.44,0
CUST006471,12.58,25,0.73,0.33,0,1.27,0
CUST006472,9.69,15,0.66,0.15,1,2.25,1
CUST006473,3.37,6,0.42,0.49,3,2.14,0
CUST006474,11.1,13,0.74,0.01,7,4.6,0
CUST006475,8.34,7,0.87,0.02,8,1.58,0
CUST006476,7.13,22,0.35,0.42,2,1.04,1
CUST006477,13.18,20,0.13,0.41,7,4.11,0
CUST006478,10.5,25,0.21,0.32,1,1.63,0
CUST006479,4.61,3,0.63,0.5,10,4.56,0
CUST006480,12.27,15,0.54,0.5,7,3.19,0
CUST006481,8.98,16,0.91,0.12,6,1.39,1
CUST006482,13.05,20,0.1,0.19,9,2.69,0
CUST006483,11.4,17,0.99,0.11,7,2.5,0
CUST006484,3.51,5,0.61,0.36,2,2.93,1
CUST006485,5.67,19,0.62,0.27,3,1.68,0
CUST006486,8.71,24,0.44,0.49,0,4.4,0
CUST006487,14.95,18,0.89,0.37,5,4.61,0
CUST006488,2.04,1,0.46,0.37,6,3.33,0
CUST006489,4.33,22,0.34,0.16,10,2.05,0
CUST006490,7.52,12,0.51,0.43,0,3.97,0
CUST006491,16.87,1,0.88,0.21,10,2.38,0
CUST006492,2.09,12,0.93,0.03,6,3.96,1
CUST006493,8.18,20,0.95,0.21,5,4.27,0
CUST006494,6.37,19,0.3,0.3,0,4.99,1
CUST006495,10.83,4,0.94,0.39,2,4.18,1
CUST006496,9.28,18,0.39,0.1,2,4.86,0
CUST006497,19.23,11,0.75,0.15,5,1.98,1
CUST006498,19.78,6,0.07,0.42,8,2.42,1
CUST006499,8.96,19,0.83,0.05,6,2.42,1
CUST006500,19.09,12,0.7,0.38,9,4.03,1
CUST006501,2.15,21,0.2,0.25,3,2.47,0
CUST006502,8.81,5,0.78,0.01,10,3.64,0
CUST006503,1.0,19,0.06,0.2,4,4.36,0
CUST006504,3.75,8,0.55,0.34,3,1.92,0
CUST006505,10.73,19,0.91,0.26,1,1.63,1
CUST006506,12.93,6,0.59,0.01,4,1.36,1
CUST006507,3.98,22,0.14,0.13,5,2.82,1
CUST006508,8.06,25,0.89,0.31,5,4.5,0
CUST006509,11.01,16,0.09,0.23,2,4.29,0
CUST006510,4.69,11,0.09,0.16,6,2.56,1
CUST006511,6.82,19,0.14,0.13,2,3.73,0
CUST006512,8.33,19,0.63,0.27,3,3.2,0
CUST006513,5.72,8,0.52,0.01,5,2.73,0
CUST006514,11.88,22,0.18,0.13,5,1.88,1
CUST006515,2.34,17,0.35,0.49,1,2.42,1
CUST006516,9.75,13,0.65,0.32,5,4.8,1
CUST006517,17.29,21,0.79,0.48,7,1.92,0
CUST006518,12.72,13,0.89,0.31,8,4.91,1
CUST006519,2.91,20,0.44,0.49,5,2.52,0
CUST006520,15.05,25,0.03,0.35,10,4.74,0
CUST006521,8.27,9,0.02,0.01,3,4.57,1
CUST006522,14.73,10,0.11,0.03,10,4.22,0
CUST006523,16.39,22,0.12,0.15,8,4.12,0
CUST006524,10.98,3,0.96,0.24,1,3.71,0
CUST006525,10.69,20,0.94,0.2,7,1.92,1
CUST006526,7.21,7,0.85,0.25,8,2.42,0
CUST006527,11.34,11,0.13,0.0,9,2.12,1
CUST006528,12.5,2,0.71,0.41,1,4.71,0
CUST006529,8.83,7,0.74,0.04,6,1.23,1
CUST006530,3.37,11,0.45,0.11,4,2.15,0
CUST006531,13.31,11,0.36,0.28,5,2.65,0
CUST006532,4.21,7,0.07,0.12,2,1.23,1
CUST006533,12.75,7,0.8,0.17,6,2.55,1
CUST006534,16.51,17,0.22,0.06,1,3.0,0
CUST006535,13.28,14,0.6,0.36,7,1.23,0
CUST006536,9.14,2,0.24,0.38,0,4.49,0
CUST006537,6.35,9,0.1,0.13,2,1.42,0
CUST006538,7.13,21,0.54,0.49,1,2.6,0
CUST006539,5.18,25,0.17,0.09,1,1.77,1
CUST006540,15.48,12,0.06,0.5,2,3.09,0
CUST006541,11.34,20,0.36,0.35,8,2.89,0
CUST006542,7.25,4,0.27,0.46,9,2.16,0
CUST006543,9.29,18,0.35,0.04,0,1.74,0
CUST006544,4.6,5,0.69,0.2,7,4.13,1
CUST006545,14.47,12,0.19,0.28,2,3.97,0
CUST006546,13.03,17,0.6,0.37,8,1.23,0
CUST006547,14.9,25,0.27,0.29,5,1.97,1
CUST006548,16.94,5,0.48,0.32,5,4.18,0
CUST006549,18.01,25,0.73,0.07,6,4.42,1
CUST006550,12.75,11,0.61,0.46,9,2.0,1
CUST006551,5.55,25,0.51,0.38,7,2.79,0
CUST006552,13.04,9,0.45,0.31,4,4.29,0
CUST006553,4.43,5,0.7,0.39,7,2.79,0
CUST006554,7.14,17,0.01,0.4,5,2.31,0
CUST006555,7.79,22,0.34,0.25,4,3.81,0
CUST006556,15.67,11,0.39,0.33,9,3.88,0
CUST006557,6.64,12,0.1,0.45,5,3.71,0
CUST006558,13.31,20,0.06,0.41,4,3.26,0
CUST006559,17.11,5,0.97,0.48,4,4.42,0
CUST006560,1.21,4,0.89,0.04,1,4.4,0
CUST006561,6.32,14,0.61,0.02,5,4.08,1
CUST006562,3.12,1,0.41,0.41,0,3.78,1
CUST006563,1.11,10,0.4,0.02,5,3.69,0
CUST006564,19.41,19,0.66,0.11,10,2.42,0
CUST006565,19.56,3,0.22,0.28,3,2.6,0
CUST006566,15.6,4,0.87,0.17,5,3.64,0
CUST006567,11.43,3,0.28,0.14,3,3.15,1
CUST006568,3.93,11,0.81,0.03,7,1.38,1
CUST006569,7.5,7,0.12,0.24,10,2.6,0
CUST006570,14.71,18,0.95,0.38,2,1.72,0
CUST006571,18.77,10,0.39,0.24,4,2.69,0
CUST006572,6.33,17,0.9,0.17,8,3.31,0
CUST006573,5.56,13,0.8,0.39,9,2.19,1
CUST006574,13.95,23,0.7,0.28,7,3.4,1
CUST006575,11.91,23,0.08,0.34,3,2.88,0
CUST006576,9.33,21,0.86,0.01,7,2.01,0
CUST006577,3.31,10,0.04,0.14,10,4.95,1
CUST006578,6.13,24,0.66,0.06,0,3.41,1
CUST006579,19.71,17,0.29,0.42,2,4.99,0
CUST006580,12.18,10,0.31,0.34,3,4.38,0
CUST006581,4.26,3,0.45,0.16,8,2.13,1
CUST006582,17.36,6,0.42,0.17,8,3.41,0
CUST006583,5.17,4,0.23,0.26,2,2.64,1
CUST006584,6.6,3,0.05,0.26,2,4.27,1
CUST006585,17.18,5,0.24,0.3,10,4.42,1
CUST006586,8.77,10,0.93,0.45,9,1.83,1
CUST006587,5.92,13,0.18,0.1,0,4.63,0
CUST006588,18.69,17,0.05,0.3,3,3.26,0
CUST006589,8.42,16,0.63,0.47,2,1.68,1
CUST006590,3.29,18,0.03,0.18,7,2.35,1
CUST006591,9.19,18,0.5,0.38,2,2.57,0
CUST006592,7.28,13,0.83,0.42,8,1.93,0
CUST006593,6.98,22,0.83,0.04,7,2.3,1
CUST006594,9.52,6,0.19,0.09,5,2.7,0
CUST006595,15.34,11,0.84,0.49,4,1.3,0
CUST006596,5.12,12,0.76,0.27,8,2.31,0
CUST006597,4.91,16,0.28,0.21,2,1.71,1
CUST006598,19.32,19,0.11,0.49,0,4.37,0
CUST006599,9.04,20,0.74,0.34,1,1.85,0
CUST006600,7.44,25,0.51,0.32,10,3.17,0
CUST006601,9.99,13,0.44,0.25,10,2.74,0
CUST006602,11.29,24,0.89,0.32,1,3.89,0
CUST006603,12.35,18,0.64,0.29,2,1.11,0
CUST006604,19.99,4,0.03,0.2,10,1.42,0
CUST006605,2.84,3,0.79,0.21,7,4.2,0
CUST006606,6.18,7,0.26,0.13,7,3.46,0
CUST006607,16.48,24,0.45,0.19,3,4.89,0
CUST006608,3.22,21,0.49,0.2,9,1.39,0
CUST006609,6.1,1,0.03,0.44,5,3.43,1
CUST006610,16.49,5,0.52,0.3,9,3.8,0
CUST006611,18.25,20,0.09,0.17,3,3.84,0
CUST006612,19.21,6,0.98,0.32,1,1.77,0
CUST006613,3.26,11,0.95,0.22,10,1.78,0
CUST006614,18.74,3,0.1,0.36,10,3.5,0
CUST006615,2.67,18,0.34,0.07,8,3.42,1
CUST006616,10.07,6,0.0,0.49,5,2.4,0
CUST006617,5.91,23,0.22,0.08,3,5.0,0
CUST006618,6.61,18,0.41,0.44,3,3.57,0
CUST006619,8.01,10,0.9,0.37,4,1.91,1
CUST006620,13.23,16,0.92,0.25,10,3.93,0
CUST006621,19.45,24,0.69,0.05,7,1.98,1
CUST006622,12.31,13,0.28,0.48,4,2.62,1
CUST006623,9.69,1,0.7,0.26,9,2.53,0
CUST006624,2.46,9,0.6,0.43,9,3.74,0
CUST006625,8.25,25,0.13,0.41,7,4.77,0
CUST006626,8.38,24,0.73,0.21,1,3.01,1
CUST006627,16.89,15,0.08,0.27,9,1.86,0
CUST006628,7.46,19,0.64,0.01,7,3.38,1
CUST006629,6.39,19,0.67,0.07,2,3.94,1
CUST006630,13.27,6,0.97,0.46,0,2.13,1
CUST006631,1.52,22,0.66,0.3,9,1.11,1
CUST006632,3.33,17,0.58,0.46,7,4.63,0
CUST006633,3.88,7,0.38,0.02,7,2.88,0
CUST006634,15.31,11,0.79,0.25,2,1.38,1
CUST006635,8.25,18,0.93,0.11,8,2.28,1
CUST006636,15.19,5,0.73,0.46,0,2.55,0
CUST006637,10.78,25,0.47,0.46,1,4.08,1
CUST006638,16.8,12,0.13,0.4,6,2.73,0
CUST006639,1.44,24,0.06,0.34,0,2.49,0
CUST006640,17.49,6,0.73,0.01,0,3.75,0
CUST006641,4.65,9,0.42,0.31,8,4.49,0
CUST006642,9.67,22,0.81,0.39,7,2.66,0
CUST006643,10.52,17,0.7,0.02,9,4.56,0
CUST006644,15.63,22,0.25,0.49,3,1.72,0
CUST006645,18.37,24,0.32,0.38,5,2.83,0
CUST006646,14.99,12,0.16,0.13,2,1.4,1
CUST006647,17.44,18,0.3,0.35,6,4.28,0
CUST006648,18.13,25,0.11,0.45,0,1.79,1
CUST006649,15.0,9,0.73,0.0,4,1.88,1
CUST006650,10.35,13,0.42,0.46,10,2.44,1
CUST006651,18.8,19,0.46,0.48,9,3.95,0
CUST006652,16.76,15,0.1,0.29,1,1.57,0
CUST006653,6.65,6,0.62,0.36,3,1.16,0
CUST006654,11.09,19,0.57,0.04,1,3.0,1
CUST006655,14.56,5,0.05,0.38,10,3.31,0
CUST006656,16.83,25,0.22,0.42,9,1.38,0
CUST006657,8.67,22,0.2,0.44,0,3.82,1
CUST006658,1.48,7,0.01,0.15,7,1.57,1
CUST006659,12.98,24,0.66,0.47,8,4.81,1
CUST006660,13.52,20,0.01,0.18,3,3.05,0
CUST006661,10.48,19,0.6,0.48,6,4.54,0
CUST006662,3.07,3,0.27,0.42,3,4.3,0
CUST006663,6.23,16,0.73,0.34,1,2.89,0
CUST006664,4.83,4,0.89,0.34,2,1.68,1
CUST006665,14.39,21,0.74,0.44,2,1.89,0
CUST006666,19.79,4,0.15,0.3,3,3.63,1
CUST006667,8.96,22,0.48,0.45,7,3.58,0
CUST006668,10.44,25,0.13,0.0,10,1.5,1
CUST006669,19.17,4,0.76,0.48,9,1.14,0
CUST006670,13.92,22,0.04,0.39,1,2.52,1
CUST006671,2.82,13,0.57,0.14,6,3.64,1
CUST006672,13.51,6,0.71,0.5,0,2.55,1
CUST006673,9.84,24,0.8,0.29,0,1.15,1
CUST006674,17.02,24,0.05,0.09,5,1.41,0
CUST006675,2.48,17,0.03,0.03,7,2.77,0
CUST006676,5.8,7,0.13,0.33,9,1.9,0
CUST006677,1.36,7,0.42,0.16,0,2.27,1
CUST006678,9.46,7,0.67,0.31,6,4.75,1
CUST006679,10.84,7,0.47,0.11,8,4.02,1
CUST006680,3.67,6,0.49,0.21,7,3.63,0
CUST006681,18.43,22,0.95,0.08,4,2.05,0
CUST006682,16.42,4,0.52,0.23,2,3.84,0
CUST006683,12.44,10,0.97,0.29,2,2.86,1
CUST006684,11.31,10,0.81,0.31,0,3.59,0
CUST006685,19.46,22,0.62,0.19,6,3.77,0
CUST006686,13.53,5,0.01,0.23,5,3.97,0
CUST006687,10.48,19,0.78,0.23,10,4.93,1
CUST006688,6.56,5,0.09,0.22,2,3.17,0
CUST006689,7.63,13,0.24,0.34,2,2.51,1
CUST006690,13.0,19,0.78,0.38,3,2.5,0
CUST006691,11.79,12,0.45,0.44,5,4.52,0
CUST006692,7.53,3,0.09,0.08,10,2.47,1
CUST006693,11.72,7,0.66,0.17,10,3.67,0
CUST006694,18.82,12,0.65,0.08,2,3.32,0
CUST006695,11.3,19,0.87,0.18,7,2.69,0
CUST006696,12.37,25,0.52,0.36,1,1.16,1
CUST006697,11.71,15,0.12,0.16,1,3.65,1
CUST006698,3.99,7,0.31,0.35,6,3.6,0
CUST006699,2.73,18,0.58,0.07,5,2.01,0
CUST006700,9.73,13,0.11,0.5,4,1.66,0
CUST006701,15.84,5,0.83,0.5,3,2.71,0
CUST006702,17.61,9,0.96,0.09,1,2.92,0
CUST006703,2.14,25,0.62,0.29,2,1.82,1
CUST006704,16.16,16,0.04,0.4,0,1.11,0
CUST006705,13.48,12,0.08,0.13,9,3.89,1
CUST006706,6.33,8,0.51,0.46,8,1.2,0
CUST006707,16.41,2,0.07,0.06,2,1.48,0
CUST006708,19.89,2,0.18,0.45,7,4.96,0
CUST006709,8.29,3,0.63,0.39,6,2.57,1
CUST006710,4.07,19,0.43,0.39,0,4.12,0
CUST006711,5.38,5,0.17,0.46,2,1.18,0
CUST006712,14.96,17,0.05,0.42,10,4.62,0
CUST006713,6.65,4,0.07,0.24,5,2.19,0
CUST006714,8.93,6,0.66,0.1,10,2.43,1
CUST006715,15.87,1,0.64,0.16,3,3.66,0
CUST006716,15.54,10,0.59,0.12,0,1.0,1
CUST006717,16.25,4,0.82,0.35,0,1.31,1
CUST006718,12.12,13,0.82,0.19,7,1.79,1
CUST006719,12.16,25,0.83,0.02,10,3.39,1
CUST006720,13.22,14,0.6,0.33,4,3.53,0
CUST006721,3.48,12,0.23,0.31,7,1.07,1
CUST006722,13.06,25,0.67,0.12,5,3.39,0
CUST006723,11.15,14,0.26,0.23,2,4.64,0
CUST006724,9.11,9,0.63,0.02,7,1.31,0
CUST006725,2.54,5,0.78,0.18,4,1.91,1
CUST006726,15.2,1,0.17,0.12,1,2.72,1
CUST006727,7.3,2,0.59,0.17,1,2.57,0
CUST006728,17.39,17,0.88,0.41,1,4.46,1
CUST006729,11.82,1,0.65,0.28,6,4.14,0
CUST006730,11.47,4,0.11,0.4,7,4.04,0
CUST006731,16.59,25,0.19,0.14,1,2.18,0
CUST006732,10.65,14,0.13,0.19,8,1.73,1
CUST006733,6.03,1,0.71,0.43,8,1.09,1
